System,teff,teffuerr,tefflerr,Pflag,lambdadeg,lambdadeguerr,lambdadeglerr,psi,psiuerr,psilerr,Author_string,Ephemeris_Url,normalized_lambdadeg,normalized_lambdauerr,normalized_lambdalerr,Albrecht2022_Excluded_Flag,BinaryMultiStarFlag,TIC,SOCatflag,Method,pl_orbper,pl_orbperuerr,pl_orbperlerr,pl_orbeccen,pl_orbeccenuerr,pl_orbeccenlerr,pl_orbsmax,pl_orbsmaxuerr,pl_orbsmaxlerr,pl_orbincl,pl_orbincluerr,pl_orbincllerr,pl_bmassj,pl_bmassjuerr,pl_bmassjlerr,pl_radj,pl_radjuerr,pl_radjlerr,pl_ratror,pl_ratroruerr,pl_ratrorlerr,pl_ratdor,pl_ratdoruerr,pl_ratdorlerr,pl_imppar,pl_impparuerr,pl_impparlerr,pl_trandur,pl_tranduruerr,pl_trandurlerr,st_mass,st_massuerr,st_masslerr,st_vsin,st_vsinuerr,st_vsinlerr,st_rad,st_raduerr,st_radlerr,st_met,st_metuerr,st_metlerr,st_logg,st_logguerr,st_logglerr,st_age,st_ageuerr,st_agelerr
TOI-4515,5433,70,70,y,2.6,1.7,1.7,16.0,16.0,11.0,Espinoza-Retamal_et_al._(2025),https://ui.adsabs.harvard.edu/abs/arXiv:2412.08692,2.6,1.7,1.7,0,,TIC 456862677,y,RM,15.266446,1.3e-05,1.3e-05,0.461,0.007,0.007,0.118,0.001,0.001,87.954,0.039,0.041,2.005,0.052,0.052,1.086,0.039,0.039,0.13,0.001,0.001,29.67,0.27,0.27,0.772,0.01,0.011,3.24,0.05,0.05,0.949,0.02,0.02,3.4,0.5,0.5,0.86,0.03,0.03,0.05,0.03,0.03,4.48,0.1,0.1,1.2,0.2,0.2
TOI-4596,5881,67,73,y,-3.0,20.0,21.0,-999.0,-999.0,-999.0,Handley_et_al._(2026),https://ui.adsabs.harvard.edu/abs/arXiv:2603.23713,3.0,21.0,20.0,0,,TIC 86951294,y,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4641,6560,300,340,y,1.41,0.76,0.76,2.4,1.3,1.3,Bieryla_et_al.(2024),https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.10955,1.41,0.76,0.76,0,,TIC 436873727,y,DT,22.09341,5.1e-05,4.7e-05,0.074,,,0.173,0.015,0.015,87.9,0.088,0.084,3.87,,,0.73,0.026,0.028,0.042,0.0009,0.0009,21.53,0.51,0.52,0.78,0.014,0.015,5.438,0.07,0.072,1.41,0.068,0.059,86.3,1.0,0.99,1.72,0.041,0.043,-0.09,0.11,0.18,4.11,0.69,0.69,2.69,0.81,1.14
TOI-5027,5909,145,144,y,5.9,8.3,6.1,-999.0,-999.0,-999.0,Espinoza-Retamal_et_al._(2025),https://ui.adsabs.harvard.edu/abs/arXiv:2412.08692,5.9,8.3,6.1,0,,TIC 361711730,y,RM,10.24368,1e-05,1e-05,0.385,0.025,0.026,0.093,0.005,0.004,88.18,0.09,0.09,2.02,0.13,0.13,0.96,0.05,0.06,0.106,0.005,0.004,,,,0.921,0.016,0.015,2.999,0.286,0.286,1.02,0.05,0.05,4.52,0.13,0.13,0.92,0.04,0.04,-0.15,0.03,0.03,4.517,0.006,0.008,0.4,0.6,0.3
TOI-5126b,6150,110,130,y,1.0,48.0,48.0,-999.0,-999.0,-999.0,Radzom_et_al.(2024),https://ui.adsabs.harvard.edu/abs/2024AJ....168..116R,1.0,48.0,48.0,0,,TIC 27064468,y,RM,5.4588385,7e-06,7.2e-06,0.0,,,0.06519,0.00087,0.00082,88.79,0.72,0.53,0.0634,,,0.4228752,0.01427427,0.01248998,0.03498,0.00065,0.0006,11.32,0.26,0.33,0.24,0.1,0.14,3.726,0.017,0.016,1.24,0.05,0.046,,,,1.241,0.032,0.027,0.18,0.13,0.13,4.224,0.051,0.062,0.8,2.8,0.7
TOI-5293,3586,88,88,y,-12.0,19.0,14.0,24.0,11.0,10.0,Weisserman_et_al._(2025),https://ui.adsabs.harvard.edu/abs/arXiv:2508.13145,12.0,14.0,19.0,0,NG,TIC 250111245,y,RM,2.930289,4e-06,4e-06,0.38,,,0.034,0.004,0.003,88.8,0.5,0.6,0.54,0.07,0.07,1.06,0.04,0.04,0.21,0.005,0.004,14.1,1.6,1.1,0.32,0.12,0.14,1.94,0.05,0.04,0.54,0.02,0.02,2.0,,,0.52,0.02,0.01,-0.03,0.12,0.12,4.77,0.05,0.05,2.9,2.2,2.2
TOI-5398b,6000,75,75,n,-24.0,14.0,13.0,-999.0,-999.0,-999.0,Radzom_et_al.(2024),https://ui.adsabs.harvard.edu/abs/2024AJ....168..116R,24.0,13.0,14.0,0,,TIC 8260536,y,RM,10.590547,1.2e-05,1.1e-05,0.13,,,0.098,0.005,0.005,89.21,0.31,0.21,0.18469085,0.01793421,0.01761957,0.91890603,0.03568567,0.03568567,0.0899,0.0007,0.0006,20.0,0.6,0.6,0.272,0.069,0.11,4.258,0.149,0.103,1.146,0.013,0.013,7.5,0.6,0.6,1.051,0.013,0.013,0.09,0.06,0.06,4.44,0.1,0.1,0.65,0.15,0.15
TOI-5398b,6000,75,75,y,3.0,6.8,4.2,13.2,8.2,8.2,Mantovan_et_al.(2024),https://ui.adsabs.harvard.edu/abs/2024A%26A...684L..17M,3.0,6.8,4.2,0,,TIC 8260536,n,RM,10.590547,1.2e-05,1.1e-05,0.13,,,0.098,0.005,0.005,89.21,0.31,0.21,0.18469085,0.01793421,0.01761957,0.91890603,0.03568567,0.03568567,0.0899,0.0007,0.0006,20.0,0.6,0.6,0.272,0.069,0.11,4.258,0.149,0.103,1.146,0.013,0.013,7.5,0.6,0.6,1.051,0.013,0.013,0.09,0.06,0.06,4.44,0.1,0.1,0.65,0.15,0.15
TOI-558,6466,95,93,y,11.7,7.5,4.8,-999.0,-999.0,-999.0,Espinoza-Retamal_et_al._(2025),https://ui.adsabs.harvard.edu/abs/arXiv:2412.08692,11.7,7.5,4.8,0,,TIC 207110080,y,RM,14.574071,2.6e-05,2.6e-05,0.298,0.022,0.02,0.1291,0.002,0.0021,86.24,0.19,0.22,3.61,0.15,0.15,1.086,0.041,0.038,0.0746,0.0013,0.0011,18.56,0.57,0.58,0.9073,0.0066,0.0067,2.705,0.048,0.046,1.349,0.064,0.065,7.8,0.5,0.5,1.496,0.042,0.04,-0.004,0.059,0.055,4.218,0.03,0.031,1.79,0.91,0.73
TOI-559,5925,85,76,y,10.0,12.0,14.0,-999.0,-999.0,-999.0,Wang_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..21W,10.0,12.0,14.0,0,,TIC 209459275,y,RM,6.9839095,5.1e-06,5.1e-06,0.151,0.012,0.011,0.0723,0.0013,0.0013,89.08,0.52,0.38,6.01,0.24,0.23,1.091,0.028,0.025,0.09097,0.00056,0.0005,12.61,0.28,0.32,0.23,0.088,0.13,5.1502,0.024,0.0216,1.026,0.057,0.057,4.08,0.5,0.5,1.233,0.028,0.026,-0.069,0.065,0.079,4.268,0.024,0.028,6.8,2.5,2.0
TOI-6029,6223,100,100,y,-14.0,17.0,13.0,-999.0,-999.0,-999.0,Saunders_et_al.(2024),https://ui.adsabs.harvard.edu/abs/2024AJ....168...81S,14.0,13.0,17.0,0,,TIC 419523962,y,RM,5.7987,0.0004,0.0004,0.091,0.017,0.015,,,,,,,1.635,0.032,0.032,1.284,0.098,0.098,0.056,0.00074,0.00074,7.17,0.39,0.31,,,,5.684,0.604,0.604,1.548,0.027,0.085,10.4,1.0,1.0,2.338,0.027,0.085,0.37,0.06,0.06,3.886,0.016,0.024,2.31,0.58,0.19
TOI-622,6400,100,100,y,-4.0,12.0,12.0,16.1,8.0,9.7,Zak_et_al._(2025),https://ui.adsabs.harvard.edu/abs/arXiv:2508.10145,4.0,12.0,12.0,0,,TIC 83092282,y,RM,6.402513,3.1e-05,5.4e-05,0.42,,,0.0708,0.0052,0.0059,86.62,0.77,0.54,0.303,0.069,0.072,0.824,0.028,0.029,0.05989,0.00049,0.00052,10.637,0.846,0.671,0.629,0.066,0.091,3.907,0.036,0.029,1.313,0.079,0.079,19.0,0.9,0.9,1.415,0.047,0.047,0.09,0.07,0.07,4.2,0.2,0.2,0.9,0.2,0.2
TOI-640,6460,130,150,y,184.0,3.0,3.0,104.0,2.0,2.0,Knudstrup_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023A%26A...671A.164K,176.0,3.0,3.0,0,,TIC 147977348,y,RM,5.003777,2e-06,3e-06,0.013,,,0.06608,0.00098,0.0011,81.79,0.16,0.12,0.57,0.02,0.02,1.72,0.05,0.05,0.0851,0.0003,0.0004,6.33,0.07,0.06,0.904,0.005,0.007,3.696,0.018,0.019,1.536,0.069,0.076,5.9,0.4,0.4,2.082,0.064,0.058,0.072,0.085,0.076,3.987,0.03,0.036,1.99,0.55,0.4
TOI-677,6295,80,80,n,0.0,1.0,1.0,-999.0,-999.0,-999.0,Prinoth_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024AJ....168..133P,0.0,1.0,1.0,0,,TIC 280206394,n,DT,11.2365985,1.9e-06,1.9e-06,0.46,0.019,0.018,0.1041,0.0035,0.0034,85.77,0.22,0.24,1.234,0.084,0.083,1.17,0.029,0.03,0.09404,0.00049,0.00064,17.49,0.39,0.4,0.709,0.01,0.012,2.535,0.011,0.011,1.181,0.058,0.058,7.8,0.19,0.19,1.28,0.03,0.03,0.0,0.05,0.05,4.291,0.025,0.025,2.92,0.8,0.73
TOI-677,6295,80,80,n,0.3,1.3,1.3,-999.0,-999.0,-999.0,Sedaghati_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023AJ....166..130S,0.3,1.3,1.3,0,,TIC 280206394,n,RM,11.2365985,1.9e-06,1.9e-06,0.46,0.019,0.018,0.1041,0.0035,0.0034,85.77,0.22,0.24,1.234,0.084,0.083,1.17,0.029,0.03,0.09404,0.00049,0.00064,17.49,0.39,0.4,0.709,0.01,0.012,2.535,0.011,0.011,1.181,0.058,0.058,7.8,0.19,0.19,1.28,0.03,0.03,0.0,0.05,0.05,4.291,0.025,0.025,2.92,0.8,0.73
TOI-677,6295,80,80,y,3.2,1.6,1.5,-999.0,-999.0,-999.0,Hu_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024AJ....167..175H,3.2,1.6,1.5,0,,TIC 280206394,y,RM,11.2365985,1.9e-06,1.9e-06,0.46,0.019,0.018,0.1041,0.0035,0.0034,85.77,0.22,0.24,1.234,0.084,0.083,1.17,0.029,0.03,0.09404,0.00049,0.00064,17.49,0.39,0.4,0.709,0.01,0.012,2.535,0.011,0.011,1.181,0.058,0.058,7.8,0.19,0.19,1.28,0.03,0.03,0.0,0.05,0.05,4.291,0.025,0.025,2.92,0.8,0.73
TOI-778,6643,150,150,y,18.0,11.0,11.0,-999.0,-999.0,-999.0,Clark_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023AJ....165..207C,18.0,11.0,11.0,0,,TIC 335630746,y,RM,4.633611,1e-06,1e-06,0.21,0.04,0.04,0.06,0.003,0.003,84.7,0.3,0.4,2.8,0.2,0.2,1.37,0.04,0.04,0.0825,0.0005,0.0005,7.6,0.2,0.2,0.61,0.02,0.02,3.76,0.01,0.01,1.4,0.05,0.05,39.9,4.5,4.3,1.71,0.05,0.05,0.0,0.1,0.1,4.05,0.17,0.17,1.95,0.14,0.13
TOI-813,5907,150,150,y,-32.0,23.0,23.0,-999.0,-999.0,-999.0,Knudstrup_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A%26A...690A.379K,32.0,23.0,23.0,0,,TIC 55525572,y,RM,83.8911,0.0027,0.0031,0.0,,,0.423,0.031,0.037,89.64,0.24,0.27,0.114,,,0.5986261,0.03390133,0.03390133,0.03165,0.00072,0.00061,47.2,2.1,3.8,0.3,0.18,0.19,13.16,0.2,0.15,1.32,0.06,0.06,8.2,0.9,0.9,1.94,0.1,0.1,0.1,0.1,0.1,3.86,0.14,0.14,3.73,0.62,0.62
TOI-858B,5842,84,79,y,99.3,3.8,3.7,-999.0,-999.0,-999.0,Hagelberg_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023A%26A...679A..70H,99.3,3.8,3.7,0,N,TIC 198008005,y,RMR,3.2797178,1.4e-06,1.4e-06,0.15,,,0.04435,0.001,0.00098,86.8,0.5,0.44,1.1,0.08,0.07,1.255,0.039,0.039,,,,,,,0.419,0.05,0.062,3.6024,0.0216,0.0216,1.081,0.076,0.07,5.8,0.25,0.25,1.308,0.037,0.038,0.153,0.091,0.091,4.238,0.038,0.035,6.8,2.9,2.5
TOI-880c,5050,100,100,y,7.4,6.8,7.2,-999.0,-999.0,-999.0,Zhang_et_al._(2025),https://ui.adsabs.harvard.edu/abs/arXiv:2507.16194,7.4,6.8,7.2,0,G,TIC 34077285,y,RM,6.3872703,6.9e-06,7.3e-06,,,,0.0635,0.0036,0.0036,88.2,0.3,0.32,0.0683,,,0.44161018,0.01784284,0.01784284,0.05467,0.00095,0.00095,16.48,0.67,0.76,0.517,0.064,0.07,2.343,0.045,0.045,0.87,0.03,0.03,1.57,0.18,0.16,0.83,0.03,0.03,0.23,0.06,0.06,4.53,0.1,0.1,5.2,4.1,3.3
TOI-883,5697,80,80,y,22.0,15.0,14.0,-999.0,-999.0,-999.0,Espinoza-Retamal_et_al._(2026),https://ui.adsabs.harvard.edu/abs/arXiv:2602.18553,22.0,15.0,14.0,0,,TIC 123846039,y,RM,10.05771848538,1.133547e-05,1.139417e-05,,,,,,,88.73944,0.71604,0.87983,0.128,,,0.63981396,0.0425273,0.04143459,0.06462447,0.00217059,0.00161728,20.195105,1.685571,2.807486,0.443179,0.205247,0.235195,3.692482,0.0716794,0.0564255,1.003,0.125353,0.121362,,,,1.01477,,,,,,4.4321,,,,,
TOI-892,6261,80,80,y,-12.0,18.0,16.0,-999.0,-999.0,-999.0,Knudstrup_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A%26A...690A.379K,12.0,16.0,18.0,0,,TIC 66561343,y,DT,10.62656,7e-05,7e-05,0.125,,,0.092,0.005,0.005,88.2,0.3,0.5,0.95,0.07,0.07,1.07,0.02,0.02,0.079,0.001,0.001,14.2,0.8,0.7,0.43,0.09,0.13,5.415,0.119,0.119,1.28,0.03,0.02,7.69,0.5,0.5,1.39,0.02,0.02,0.24,0.05,0.05,4.26,0.02,0.02,2.2,0.5,0.5
TOI-942b,4928,125,85,y,1.0,41.0,33.0,2.0,27.0,33.0,Wirth_et_al._(2021),https://ui.adsabs.harvard.edu/abs/2021ApJ...917L..34W,1.0,41.0,33.0,0,N,TIC 146520535,y,RM,4.32421,1.9e-05,1.9e-05,0.34,0.1,0.14,0.04866,0.00016,0.00013,89.966,0.02,0.024,0.05034138,,,0.34704315,0.02230354,0.02051926,0.03995,0.00065,0.00063,10.12,0.13,0.18,0.05,0.05,0.04,3.4032,0.06,0.0432,0.822,0.0079,0.0064,14.24,0.51,0.53,0.894,0.056,0.052,-0.221,0.131,0.076,4.314,0.028,0.028,0.053,0.022,0.021
TOI-942c,4928,125,85,y,24.0,14.0,14.0,0.0,43.0,0.0,Teng_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024AJ....168..194T,24.0,14.0,14.0,0,N,TIC 146520535,y,RM,10.156272,3.7e-05,3.4e-05,0.32,0.23,0.16,0.08598,0.00027,0.00022,89.16,0.38,0.3,0.11641444,,,0.41663021,0.03033282,0.02676425,0.0479,0.0018,0.0012,17.88,0.22,0.32,0.149,0.119,0.093,1.91856,0.01968,0.02112,0.822,0.0079,0.0064,14.24,0.51,0.53,0.894,0.056,0.052,-0.221,0.131,0.076,4.314,0.028,0.028,0.053,0.022,0.021
TRAPPIST-1b,2566,26,26,y,15.0,26.0,30.0,-999.0,-999.0,-999.0,Hirano_et_al.(2020),https://ui.adsabs.harvard.edu/abs/2020ApJ...890L..27H,15.0,26.0,30.0,0,,TIC 278892590,y,DT,1.510826,6e-06,6e-06,0.00622,0.00304,0.00304,0.01154,0.0001,0.0001,89.728,0.165,0.165,0.00432309,0.0002171,0.0002171,0.09956302,0.001249,0.00107057,0.0859,0.00037,0.00037,20.843,0.094,0.155,0.095,0.065,0.061,0.601,0.0018,0.0018,0.0898,0.0023,0.0023,2.04,0.18,0.16,0.1192,0.0013,0.0013,0.052,0.073,0.073,5.2396,0.0056,0.0073,7.6,2.2,2.2
TRAPPIST-1e,2566,26,26,y,9.0,45.0,51.0,-999.0,-999.0,-999.0,Hirano_et_al.(2020),https://ui.adsabs.harvard.edu/abs/2020ApJ...890L..27H,9.0,45.0,51.0,0,,TIC 278892590,y,DT,6.101013,3.5e-05,3.5e-05,0.0051,0.00058,0.00058,0.02925,0.0025,0.0025,89.793,0.048,0.048,0.00217728,6.922e-05,6.922e-05,0.08207704,0.00115978,0.00107057,0.07079,0.00055,0.00055,52.855,0.239,0.392,0.191,0.041,0.041,0.9293,0.0043,0.0043,0.0898,0.0023,0.0023,2.04,0.18,0.16,0.1192,0.0013,0.0013,0.052,0.073,0.073,5.2396,0.0056,0.0073,7.6,2.2,2.2
TRAPPIST-1f,2566,26,26,y,21.0,32.0,32.0,-999.0,-999.0,-999.0,Hirano_et_al.(2020),https://ui.adsabs.harvard.edu/abs/2020ApJ...890L..27H,21.0,32.0,32.0,0,,TIC 278892590,y,DT,9.20754,3.2e-05,3.2e-05,0.01007,0.00068,0.00068,0.03849,0.00033,0.00033,89.74,0.019,0.019,0.00326906,9.754e-05,9.754e-05,0.09322882,0.00115978,0.00107057,0.0804,0.00047,0.00047,69.543,0.314,0.516,0.312,0.023,0.018,1.048,0.0042,0.0042,0.0898,0.0023,0.0023,2.04,0.18,0.16,0.1192,0.0013,0.0013,0.052,0.073,0.073,5.2396,0.0056,0.0073,7.6,2.2,2.2
TrES-1,5226,50,50,y,30.0,21.0,21.0,-999.0,-999.0,-999.0,Narita_et_al._(2007),https://ui.adsabs.harvard.edu/abs/2007PASJ...59..763N,30.0,21.0,21.0,0,FNG,TIC 120757718,y,RM,3.03007,8e-06,8e-06,0.0,,,0.03925,0.00056,0.0006,90.0,0.05,0.05,0.84,0.11,0.11,1.13,0.06,0.06,0.1358,0.0003,0.0003,10.48,0.28,0.28,0.191,0.067,0.067,2.508,0.00864,0.00864,1.04,0.19,0.19,1.3,0.3,0.3,0.85,0.05,0.05,0.02,,,4.57,0.01,0.01,3.7,3.4,2.8
TrES-2,5850,50,50,y,-9.0,12.0,12.0,-999.0,-999.0,-999.0,Winn_et_al._(2008),https://ui.adsabs.harvard.edu/abs/2008ApJ...682.1283W,9.0,12.0,12.0,0,S,TIC 399860444,y,RM,2.47063,1e-05,1e-05,0.0,,,0.03568,0.00042,0.00042,83.57,0.14,0.14,1.49,0.22,0.22,1.36,0.08,0.08,0.125358,1.9e-05,2.4e-05,7.64,0.3,0.3,0.84293,0.00016,0.00015,1.74259,0.00089,0.00089,1.36,0.3,0.3,1.0,0.6,0.6,1.12,0.07,0.07,-0.15,,,4.43,0.02,0.02,3.55,1.36,1.32
TrES-4,6295,65,65,y,6.3,4.7,4.7,-999.0,-999.0,-999.0,Narita_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010PASJ...62..653N,6.3,4.7,4.7,0,SNG,TIC 159742538,y,RM,3.55395,7.5e-05,7.5e-05,0.0,,,0.05084,0.0005,0.0005,82.81,0.33,0.33,0.78,0.19,0.19,1.61,0.18,0.18,0.09965,4.7e-05,4.7e-05,6.04,0.23,0.23,0.755,0.015,0.015,3.6341388,0.0250661,0.0250661,1.08,0.38,0.38,8.5,0.5,0.5,1.66,0.19,0.19,0.14,,,4.06,0.02,0.02,2.2,0.4,0.4
V1298_Tau_b,5050,100,100,n,2.0,12.0,4.0,-999.0,-999.0,-999.0,Gaidos_et_al._(2022)_LPVs,https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.2969G,2.0,12.0,4.0,0,SFN,TIC 15756231,n,DT,24.140006,1.7e-05,1.7e-05,0.0079,0.0041,0.0041,0.1685,0.0025,0.0025,88.759,0.077,0.077,0.04121721,0.01667566,0.01667566,0.83950542,0.05085208,0.05085208,0.0661,0.0019,0.0017,26.06,0.46,0.46,0.26,0.17,0.17,6.45,0.06,0.05,1.1,0.05,0.05,24.77,0.19,0.19,1.32,0.05,0.05,0.1,0.15,0.15,4.227,0.01,0.008,0.02,0.01,0.01
V1298_Tau_b,5050,100,100,n,15.0,15.0,16.0,-999.0,-999.0,-999.0,Gaidos_et_al._(2022)_RV,https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.2969G,15.0,15.0,16.0,0,SFN,TIC 15756231,n,DT,24.140006,1.7e-05,1.7e-05,0.0079,0.0041,0.0041,0.1685,0.0025,0.0025,88.759,0.077,0.077,0.04121721,0.01667566,0.01667566,0.83950542,0.05085208,0.05085208,0.0661,0.0019,0.0017,26.06,0.46,0.46,0.26,0.17,0.17,6.45,0.06,0.05,1.1,0.05,0.05,24.77,0.19,0.19,1.32,0.05,0.05,0.1,0.15,0.15,4.227,0.01,0.008,0.02,0.01,0.01
V1298_Tau_b,5050,100,100,y,4.0,7.0,10.0,8.0,4.0,7.0,Johnston_et_al._(2021),https://ui.adsabs.harvard.edu/abs/2022AJ....163..247J,4.0,7.0,10.0,0,SFN,TIC 15756231,y,RM&DT,24.140006,1.7e-05,1.7e-05,0.0079,0.0041,0.0041,0.1685,0.0025,0.0025,88.759,0.077,0.077,0.04121721,0.01667566,0.01667566,0.83950542,0.05085208,0.05085208,0.0661,0.0019,0.0017,26.06,0.46,0.46,0.26,0.17,0.17,6.45,0.06,0.05,1.1,0.05,0.05,24.77,0.19,0.19,1.32,0.05,0.05,0.1,0.15,0.15,4.227,0.01,0.008,0.02,0.01,0.01
V1298_Tau_c,5050,100,100,y,4.9,15.0,15.1,-999.0,-999.0,-999.0,Feinstein_et_al._(2021),https://ui.adsabs.harvard.edu/abs/2021AJ....162..213F,4.9,15.0,15.1,0,SFN,TIC 15756231,y,DT,8.249164,3e-06,3e-06,0.0094,,,0.0824,0.0012,0.0012,88.49,0.92,0.72,0.01478785,0.00188781,0.00188781,0.45320802,0.03300925,0.03300925,0.0356,0.0018,0.0015,13.189,0.133,0.047,0.36,0.24,0.24,4.89,0.08,0.06,1.1,0.05,0.05,24.77,0.19,0.19,1.32,0.05,0.05,0.1,0.15,0.15,4.227,0.01,0.008,0.02,0.01,0.01
WASP-001,6160,64,64,n,-79.0,4.5,4.3,-999.0,-999.0,-999.0,Simpson_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011MNRAS.414.3023S,79.0,4.3,4.5,1,N,TIC 57984377,n,RM,2.5199454,5e-07,5e-07,0.0,,,0.03889,0.00053,0.00073,90.0,1.3,1.3,0.854,0.057,0.052,1.483,0.024,0.034,0.10362,0.00074,0.00075,5.687,0.034,0.061,0.0,0.12,0.12,3.7121363,0.0315938,0.0315938,1.24,0.05,0.07,5.77,0.35,0.35,1.47,0.022,0.032,0.17,0.05,0.05,4.207,0.045,0.028,3.4,1.2,0.6
WASP-001,6160,64,64,y,-59.0,99.0,26.0,-999.0,-999.0,-999.0,Albrecht_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011ApJ...738...50A,59.0,26.0,99.0,1,N,TIC 57984377,y,RM,2.5199454,5e-07,5e-07,0.0,,,0.03889,0.00053,0.00073,90.0,1.3,1.3,0.854,0.057,0.052,1.483,0.024,0.034,0.10362,0.00074,0.00075,5.687,0.034,0.061,0.0,0.12,0.12,3.7121363,0.0315938,0.0315938,1.24,0.05,0.07,5.77,0.35,0.35,1.47,0.022,0.032,0.17,0.05,0.05,4.207,0.045,0.028,3.4,1.2,0.6
WASP-002,5170,60,60,n,-153.0,15.0,11.0,-999.0,-999.0,-999.0,Triaud_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..25T,153.0,11.0,15.0,1,SFN,TIC 374530847,y,RM,2.152175,1.2e-05,1.1e-05,0.0054,0.009,0.0044,0.03144,0.00088,0.00087,84.49,0.17,0.18,0.931,0.06,0.058,1.081,0.041,0.04,0.12831,0.00098,0.001,7.81,0.13,0.14,0.749,0.012,0.013,1.78824,0.02376,0.02256,0.895,0.077,0.072,0.99,0.27,0.32,0.866,0.031,0.03,0.12,0.21,0.19,4.514,0.018,0.018,8.2,6.8,3.7
WASP-003,6440,120,120,n,20.0,3.3,3.3,-999.0,-999.0,-999.0,Oshagh_et_al._(2013),https://ui.adsabs.harvard.edu/abs/2013A%26A...549A..35O,20.0,3.3,3.3,0,N,TIC 27848472,n,RM,1.84683,2e-06,2e-06,0.0,,,0.0315,0.0003,0.0003,85.06,0.16,0.16,2.43,0.53,0.53,1.42,0.17,0.17,0.105,0.012,0.012,5.18,0.35,0.35,0.511,0.02,0.02,2.7883,0.0217,0.0217,1.62,0.53,0.53,13.4,1.5,1.5,1.44,0.12,0.12,0.0,,,4.25,0.05,0.05,2.1,1.2,1.2
WASP-003,6440,120,120,n,3.3,2.5,4.4,-999.0,-999.0,-999.0,Tripathi_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010ApJ...715..421T,3.3,2.5,4.4,0,N,TIC 27848472,y,RM,1.84683,2e-06,2e-06,0.0,,,0.0315,0.0003,0.0003,85.06,0.16,0.16,2.43,0.53,0.53,1.42,0.17,0.17,0.105,0.012,0.012,5.18,0.35,0.35,0.511,0.02,0.02,2.7883,0.0217,0.0217,1.62,0.53,0.53,13.4,1.5,1.5,1.44,0.12,0.12,0.0,,,4.25,0.05,0.05,2.1,1.2,1.2
WASP-003,6440,120,120,y,5.0,6.0,5.0,-999.0,-999.0,-999.0,Miller_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010A%26A...523A..52M,5.0,6.0,5.0,0,N,TIC 27848472,n,DT,1.84683,2e-06,2e-06,0.0,,,0.0315,0.0003,0.0003,85.06,0.16,0.16,2.43,0.53,0.53,1.42,0.17,0.17,0.105,0.012,0.012,5.18,0.35,0.35,0.511,0.02,0.02,2.7883,0.0217,0.0217,1.62,0.53,0.53,13.4,1.5,1.5,1.44,0.12,0.12,0.0,,,4.25,0.05,0.05,2.1,1.2,1.2
WASP-003,6440,120,120,n,15.0,10.0,9.0,-999.0,-999.0,-999.0,Simpson_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010MNRAS.405.1867S,15.0,10.0,9.0,0,N,TIC 27848472,n,RM,1.84683,2e-06,2e-06,0.0,,,0.0315,0.0003,0.0003,85.06,0.16,0.16,2.43,0.53,0.53,1.42,0.17,0.17,0.105,0.012,0.012,5.18,0.35,0.35,0.511,0.02,0.02,2.7883,0.0217,0.0217,1.62,0.53,0.53,13.4,1.5,1.5,1.44,0.12,0.12,0.0,,,4.25,0.05,0.05,2.1,1.2,1.2
WASP-004,5540,55,55,y,4.0,34.0,43.0,-999.0,-999.0,-999.0,Triaud_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..25T,4.0,34.0,43.0,0,,TIC 402026209,y,RM,1.338230994,8.4e-08,8.4e-08,0.0053,0.0038,0.0038,0.02261,0.00036,0.00027,88.05,0.85,0.53,1.2,0.032,0.03,1.349,0.011,0.012,0.15205,0.0006,0.00062,5.411,0.053,0.05,0.184,0.048,0.079,2.16648,0.00576,0.00576,0.899,0.033,0.031,1.97,0.26,0.26,0.912,0.007,0.007,-0.05,0.04,0.04,4.472,0.013,0.012,7.0,2.9,2.9
