System,teff,teffuerr,tefflerr,Pflag,lambdadeg,lambdadeguerr,lambdadeglerr,psi,psiuerr,psilerr,Author_string,Ephemeris_Url,normalized_lambdadeg,normalized_lambdauerr,normalized_lambdalerr,Albrecht2022_Excluded_Flag,BinaryMultiStarFlag,TIC,SOCatflag,Method,pl_orbper,pl_orbperuerr,pl_orbperlerr,pl_orbeccen,pl_orbeccenuerr,pl_orbeccenlerr,pl_orbsmax,pl_orbsmaxuerr,pl_orbsmaxlerr,pl_orbincl,pl_orbincluerr,pl_orbincllerr,pl_bmassj,pl_bmassjuerr,pl_bmassjlerr,pl_radj,pl_radjuerr,pl_radjlerr,pl_ratror,pl_ratroruerr,pl_ratrorlerr,pl_ratdor,pl_ratdoruerr,pl_ratdorlerr,pl_imppar,pl_impparuerr,pl_impparlerr,pl_trandur,pl_tranduruerr,pl_trandurlerr,st_mass,st_massuerr,st_masslerr,st_vsin,st_vsinuerr,st_vsinlerr,st_rad,st_raduerr,st_radlerr,st_met,st_metuerr,st_metlerr,st_logg,st_logguerr,st_logglerr,st_age,st_ageuerr,st_agelerr
TOI-1431,7690,400,250,y,-155.0,20.0,10.0,-999.0,-999.0,-999.0,Stangret_et_al._(2021),https://ui.adsabs.harvard.edu/abs/2021A%26A...654A..73S,155.0,10.0,20.0,0,,TIC 375506058,y,RM,2.650237,3e-06,3e-06,0.0022,0.003,0.0016,0.046,0.002,0.002,80.13,0.13,0.13,3.12,0.18,0.18,1.49,0.05,0.05,0.07955,0.00063,0.00053,5.15,0.05,0.05,0.881,0.004,0.004,2.489,0.009,0.009,1.9,0.1,0.08,6.0,0.2,0.2,1.92,0.07,0.07,0.09,0.03,0.03,4.15,0.04,0.04,0.29,0.32,0.19
TOI-1478,5597,83,82,y,6.2,5.9,5.5,-999.0,-999.0,-999.0,Rice_et_al._(2022),https://ui.adsabs.harvard.edu/abs/2022AJ....164..104R,6.2,5.9,5.5,0,,TIC 409794137,y,RM,10.1802117,7.1e-06,7.1e-06,0.055,0.032,0.032,0.0818,0.013,0.0085,87.63,0.25,0.25,0.88,0.11,0.12,1.07,0.16,0.1,0.102,0.0011,0.0012,18.54,0.7,0.6,0.636,0.029,0.035,4.131,0.041,0.041,0.947,0.059,0.041,1.24,0.16,0.16,1.048,0.03,0.029,0.078,0.072,0.066,4.374,0.039,0.032,9.1,3.1,3.9
TOI-1518,7300,100,100,n,-118.96,0.68,0.65,-999.0,-999.0,-999.0,Watanabe_et_al._(2024)_2020_data,https://ui.adsabs.harvard.edu/abs/arXiv:2402.17325,118.96,0.65,0.68,0,,TIC 427761355,n,DT,1.90261131,4.3e-07,4.3e-07,0.01,,,0.03712,0.00082,0.00082,77.626,0.097,0.097,1.83,0.47,0.47,1.878,0.042,0.042,0.09939,0.0005,0.00051,4.109,0.021,0.02,0.8806,0.0025,0.0027,2.395,0.0082,0.0079,1.88,0.13,0.12,85.1,6.3,6.3,1.942,0.043,0.043,-0.1,0.12,0.12,4.136,0.011,0.011,,,
TOI-1518,7300,100,100,n,240.34,0.93,0.98,-999.0,-999.0,-999.0,Cabot_et_al._(2021),https://ui.adsabs.harvard.edu/abs/2021AJ....162..218C,119.66,0.98,0.93,0,,TIC 427761355,n,DT,1.90261131,4.3e-07,4.3e-07,0.01,,,0.03712,0.00082,0.00082,77.626,0.097,0.097,1.83,0.47,0.47,1.878,0.042,0.042,0.09939,0.0005,0.00051,4.109,0.021,0.02,0.8806,0.0025,0.0027,2.395,0.0082,0.0079,1.88,0.13,0.12,85.1,6.3,6.3,1.942,0.043,0.043,-0.1,0.12,0.12,4.136,0.011,0.011,,,
TOI-1518,7300,100,100,y,-117.24,0.64,0.69,-999.0,-999.0,-999.0,Watanabe_et_al._(2024)_2023_data,https://ui.adsabs.harvard.edu/abs/arXiv:2402.17325,117.24,0.69,0.64,0,,TIC 427761355,y,RM,1.90261131,4.3e-07,4.3e-07,0.01,,,0.03712,0.00082,0.00082,77.626,0.097,0.097,1.83,0.47,0.47,1.878,0.042,0.042,0.09939,0.0005,0.00051,4.109,0.021,0.02,0.8806,0.0025,0.0027,2.395,0.0082,0.0079,1.88,0.13,0.12,85.1,6.3,6.3,1.942,0.043,0.043,-0.1,0.12,0.12,4.136,0.011,0.011,,,
TOI-1670c,6170,61,61,y,-0.3,2.2,2.2,-999.0,-999.0,-999.0,Lubin_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023ApJ...959L...1H,0.3,2.2,2.2,0,,TIC 441739020,y,RM,40.74976,2.2e-05,0.00021,0.09,0.05,0.04,0.249,0.005,0.005,88.84,0.04,0.04,0.63,0.09,0.08,0.987,0.025,0.025,0.077,0.002,0.002,40.68,0.66,0.66,0.76,0.02,0.04,5.4,0.06,0.05,1.21,0.02,0.02,9.2,0.6,0.6,1.316,0.019,0.019,0.09,0.07,0.07,4.29,0.11,0.11,2.53,0.43,0.43
TOI-1694,5135,50,50,y,9.0,22.0,18.0,-999.0,-999.0,-999.0,Handley_et_al._(2025),https://ui.adsabs.harvard.edu/abs/2025AJ....169..212H,9.0,22.0,18.0,0,,TIC 396740648,y,RM,3.770107,8.5e-05,8.5e-05,0.0,,,0.045,0.0008,0.0008,88.17,1.15,1.19,0.09848081,0.00849515,0.00786588,0.47660235,0.0132264,0.01061459,0.0609478,0.00138138,0.00100519,10.206,0.468,0.792,0.266055,0.198001,0.183875,2.8696267,0.0350084,0.0317231,0.853,0.0227,0.0249,1.2,1.0,1.0,0.8036,0.0129,0.012,0.131,0.054,0.055,4.558,0.019,0.023,4.3,3.5,2.6
TOI-1710,5665,55,55,y,179.0,19.0,19.0,158.0,11.0,13.0,Espinoza-Retamal_et_al._(2026),https://ui.adsabs.harvard.edu/abs/arXiv:2604.03364,179.0,19.0,19.0,0,N,TIC 445805961,y,RM,24.283377,2.6e-05,2.6e-05,0.0,,,0.166,0.003,0.0013,89.8,0.3,0.3,0.07047828,0.01290004,0.01258541,0.46419489,0.00857642,0.00814063,0.04982299,0.00037375,0.00035528,30.6,3.1,3.9,0.135157,0.12676,0.094052,5.2551434,0.0261663,0.0228685,1.0258,0.0236,0.0297,2.3,0.4,0.4,0.9574,0.0162,0.0153,0.147,0.045,0.053,4.486,0.015,0.02,1.5,1.6,1.0
TOI-1759,4065,51,51,y,4.0,19.0,18.0,24.0,12.0,11.0,Polanski_et_al._(2025),https://ui.adsabs.harvard.edu/abs/arXiv:2507.04291,4.0,19.0,18.0,0,NG,TIC 408636441,y,RM,18.85019,0.00013,0.00013,0.0,,,0.1177,0.0038,0.0038,89.72,0.13,0.13,0.0339806,0.00471953,0.00471953,0.28013252,0.00892142,0.00892142,0.0483,0.001,0.001,36.0,5.0,5.0,0.21,0.09,0.1,3.23,0.13,0.13,0.606,0.02,0.02,2.0,,,0.597,0.015,0.015,0.05,0.16,0.16,4.65,0.04,0.04,5.0,3.0,4.0
TOI-181,4820,80,80,y,32.0,6.3,6.5,-999.0,-999.0,-999.0,Espinoza-Retamal_et_al._(2026),https://ui.adsabs.harvard.edu/abs/arXiv:2602.18553,32.0,6.3,6.5,0,,TIC 76923707,y,RM,4.532,2e-06,2e-06,0.1543,0.06,0.03,0.0539,0.0043,0.0036,88.28,0.32,0.34,0.1452,0.0085,0.024,0.6339,0.0079,0.0092,0.0854,0.001,0.001,15.5641,1.25,1.06,0.5348,0.05,0.07,1.99,0.23,0.21,0.822,0.04,0.04,2.28,0.5,0.5,0.745,0.024,0.024,0.272,0.08,0.08,4.608,0.035,0.035,5.4,4.9,4.9
TOI-1823,4927,58,58,y,8.0,22.0,14.0,-999.0,-999.0,-999.0,Handley_et_al._(2026),https://ui.adsabs.harvard.edu/abs/arXiv:2603.23713,8.0,22.0,14.0,0,,TIC 142381532,y,RM,38.8,0.01,0.01,0.0,,,0.212,0.004,0.004,,,,0.21206412,0.02548545,0.02611472,0.67273058,0.02960589,0.02248431,0.08589249,0.00109195,0.00079708,,,,0.186166,0.132087,0.129133,5.923377,0.041317,0.0360319,0.8414,0.0259,0.0278,,,,0.8049,0.0339,0.0258,0.243,0.092,0.088,4.548,0.032,0.046,6.3,6.3,4.4
TOI-1842,6230,50,50,y,-68.0,21.0,15.0,73.0,16.0,13.0,Hixenbaugh_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023ApJ...949L..35H,68.0,15.0,21.0,0,,TIC 404505029,y,RM,9.5739181,9.9e-06,9.9e-06,0.276,0.064,0.064,0.1,0.002,0.002,88.4,0.9,1.5,0.28128386,0.02454154,0.02454154,1.10166148,0.02490666,0.026259,0.05571407,0.00074632,0.00074307,16.2,1.6,2.9,0.781926,0.029212,0.040619,4.3070829,0.0843245,0.0732553,1.4643,0.0292,0.0362,4.23,0.2,0.2,2.032,0.037,0.0401,0.332,0.06,0.06,3.986,0.018,0.021,2.5,0.4,0.3
TOI-1859,6341,68,70,y,38.9,2.8,2.7,-999.0,-999.0,-999.0,Dong_et_al._(2023),https://ui.adsabs.harvard.edu/abs/arXiv:2305.16495,38.9,2.8,2.7,0,G,TIC 229742722,y,RM,63.48347,0.0001,0.0001,0.57,0.12,0.16,0.337,0.044,0.036,88.64,0.38,0.28,0.216,,,0.87,0.07,0.07,0.066,0.0004,0.0005,53.7,4.7,4.0,0.61,0.03,0.03,5.457,0.638,0.638,1.287,0.061,0.061,12.49,0.33,0.33,1.36,0.1,0.12,0.12,0.054,0.056,4.285,0.069,0.067,1.41,1.22,1.11
TOI-1937,5814,91,93,y,4.0,3.5,3.5,-999.0,-999.0,-999.0,Yee_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y,4.0,3.5,3.5,0,NG,TIC 268301217,y,RM,0.94667944,4.7e-07,4.7e-07,0.0,,,0.01932,0.00035,0.00039,77.0,0.44,0.49,2.01,0.17,0.16,1.247,0.059,0.062,,,,3.85,0.09,0.1,0.8653,0.0086,0.0084,1.377,0.014,0.014,1.072,0.059,0.064,,,,1.08,0.025,0.024,0.196,0.084,0.084,4.401,0.026,0.029,3.6,3.1,2.3
TOI-2005,7130,150,150,y,4.8,2.3,2.5,-999.0,-999.0,-999.0,Bieryla_et_al._(2025),https://ui.adsabs.harvard.edu/abs/2025AJ....169..273B,4.8,2.3,2.5,0,,TIC 147660886,y,DT,17.305904,2.3e-05,2e-05,0.597,0.097,0.065,0.16,0.02,0.02,87.1,1.1,0.9,6.4,,,1.07,0.06,0.11,0.05107,0.00037,0.00045,15.9,1.97,1.75,0.52,0.33,0.35,2.249,0.063,0.063,1.59,0.016,0.017,111.0,1.0,1.0,2.02,0.14,0.16,0.0,,,3.946,0.035,0.035,1.6,0.1,0.1
TOI-2025,5880,53,53,n,9.0,36.0,34.0,-999.0,-999.0,-999.0,Knudstrup_et_al._(2022),https://ui.adsabs.harvard.edu/abs/2022A%26A...667A..22K,9.0,36.0,34.0,0,,TIC 394050135,n,RM,8.8720982,7.7e-06,7.7e-06,0.394,0.035,0.038,0.0892,0.0018,0.0023,88.65,0.9,0.92,3.6,0.33,0.33,1.061,0.033,0.031,0.07469,0.00052,0.00044,13.12,0.48,0.48,0.19,0.14,0.13,3.601,0.024,0.02,1.199,0.074,0.092,6.0,0.3,0.3,1.459,0.043,0.042,0.15,0.11,0.1,4.187,0.037,0.04,4.5,2.3,1.5
TOI-2025,5880,53,53,y,-10.0,7.0,10.0,-999.0,-999.0,-999.0,Wang_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..21W,10.0,10.0,7.0,0,,TIC 394050135,y,RM,8.8720982,7.7e-06,7.7e-06,0.394,0.035,0.038,0.0892,0.0018,0.0023,88.65,0.9,0.92,3.6,0.33,0.33,1.061,0.033,0.031,0.07469,0.00052,0.00044,13.12,0.48,0.48,0.19,0.14,0.13,3.601,0.024,0.02,1.199,0.074,0.092,6.0,0.3,0.3,1.459,0.043,0.042,0.15,0.11,0.1,4.187,0.037,0.04,4.5,2.3,1.5
TOI-2031,6460,150,200,y,-6.1,7.5,7.5,-999.0,-999.0,-999.0,Wang_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..21W,6.1,7.5,7.5,0,G,TIC 470127886,y,RM,5.71548654,7.6e-07,7.5e-07,0.076,,,0.066,0.0011,0.0012,88.32,0.19,0.17,0.8,0.23,0.23,1.267,0.024,0.024,,,,11.43,0.13,0.13,0.336,0.03,0.035,4.027,0.01,0.01,1.174,0.06,0.062,,,,1.241,0.022,0.022,-0.24,0.09,0.16,4.32,0.014,0.014,2.0,1.2,0.9
TOI-2046,6152,97,97,y,-1.0,6.0,6.0,42.0,10.0,8.0,Zak_et_al._(2025),https://ui.adsabs.harvard.edu/abs/2025A%26A...694A..91Z,1.0,6.0,6.0,0,,TIC 468574941,y,RM,1.4971842,3.1e-06,3.3e-06,,,,,,,83.6,0.9,0.9,2.3,0.28,0.28,1.44,0.11,0.11,0.1213,0.0017,0.0021,4.75,0.18,0.17,0.51,0.06,0.07,2.41,0.032,0.03,1.13,0.19,0.19,9.8,1.6,1.6,1.21,0.07,0.07,-0.06,0.15,0.15,4.3,0.15,0.15,0.45,0.43,0.021
TOI-2076b,5200,100,100,y,-3.0,15.0,16.0,18.0,10.0,9.0,Frazier_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023ApJ...944L..41F,3.0,16.0,15.0,0,,TIC 27491137,y,RM,10.35504,0.00014,0.00014,0.0114,0.0054,0.0054,0.08781,0.00082,0.00082,89.75,0.18,0.18,0.02108056,0.00566343,0.00566343,0.23106472,0.00892142,0.00892142,0.02998,0.00035,0.00035,22.5,0.2,0.2,0.342,0.032,0.033,3.251,0.03,0.03,0.849,0.026,0.026,5.27,0.24,0.22,0.758,0.03,0.03,-0.09,0.04,0.04,4.608,0.018,0.018,0.21,0.02,0.02
TOI-2109,6530,160,150,y,1.7,1.7,1.7,-999.0,-999.0,-999.0,Wong_et_al._(2021),https://ui.adsabs.harvard.edu/abs/2021AJ....162..256W,1.7,1.7,1.7,0,,TIC 392476080,y,DT,0.67247414,2.8e-08,2.8e-07,,,,0.01791,0.00065,0.00065,70.74,0.37,0.37,5.02,0.75,0.75,1.347,0.047,0.047,0.08155,0.00022,0.00022,2.268,0.021,0.021,0.7481,0.0073,0.0073,1.801,0.125,0.125,1.453,0.074,0.074,81.2,1.6,1.6,1.698,0.062,0.057,0.068,0.07,0.062,4.139,0.041,0.046,1.77,0.88,0.68
TOI-2119,3553,67,67,y,-0.8,1.1,1.1,15.7,5.4,5.6,Doyle_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2025MNRAS.536.3745D,0.8,1.1,1.1,0,,TIC 236387002,y,RM,7.200861,-5e-06,5e-06,0.3355,-0.0002,0.0002,,,,,,,64.4,-2.2,2.3,1.08,-0.03,0.03,,,,,,,,,,,,,0.53,-0.02,0.02,,,,,,,,,,,,,,,
TOI-2145,6206,81,75,y,6.8,2.9,2.8,-999.0,-999.0,-999.0,Dong_et_al._(2025),https://ui.adsabs.harvard.edu/abs/2025AJ....169....4D,6.8,2.9,2.8,0,,TIC 88992642,y,RM,10.261128,9e-06,7e-06,0.214,0.014,0.014,0.1117,0.0035,0.0034,88.6,0.7,0.6,5.68,0.37,0.34,1.092,0.03,0.028,0.04082,0.00024,0.00027,8.74,0.16,0.14,0.165,0.069,0.082,7.4683854,0.0490546,0.036496,1.71,0.04,0.04,18.06,0.36,0.39,2.75,0.06,0.05,0.28,0.06,0.05,3.79,0.02,0.02,1.6,0.2,0.1
TOI-2202,5144,50,50,y,26.0,12.0,15.0,31.0,13.0,11.0,Rice_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023AJ....166..266R,26.0,12.0,15.0,0,,TIC 358107516,y,RM,11.9126075,0.00011,0.00011,0.022,0.022,0.015,0.09564,0.00156,0.00161,89.29,0.17,0.12,0.904,0.087,0.1,0.977,0.016,0.016,0.1265,0.0017,0.0018,25.98,0.34,0.34,0.323,0.055,0.08,3.768,0.032,0.03,0.841,0.034,0.032,2.14,0.28,0.25,0.808,0.024,0.022,0.059,0.043,0.043,4.548,0.03,0.031,6.4,4.4,3.9
TOI-2364,5306,76,68,y,7.0,10.0,11.0,15.6,7.7,7.3,Tamburo_et_al._(2025),https://ui.adsabs.harvard.edu/abs/arXiv:2505.03628,7.0,10.0,11.0,0,,TIC 39414571,y,RM,4.0197517,4.3e-06,4.3e-06,0.0,,,0.04871,0.00069,0.00079,88.98,0.62,0.54,0.225,0.043,0.049,0.768,0.023,0.018,,,,11.84,0.22,0.33,0.21,0.1,0.13,2.7751,0.0233,0.0223,0.954,0.041,0.046,,,,0.886,0.021,0.017,0.344,0.085,0.085,4.524,0.018,0.029,3.5,4.2,2.4
TOI-2374,5002,65,64,y,81.0,22.0,23.0,84.6,7.1,7.3,Yee_et_al._(2025),https://ui.adsabs.harvard.edu/abs/arXiv:2509.11565,81.0,22.0,23.0,0,,TIC 439366538,y,RM,4.3136193,1.5e-06,1.5e-06,0.13,,,0.04818,0.00057,0.00058,87.2,0.1,0.1,0.194,0.014,0.015,0.668,0.018,0.018,0.091,0.002,0.002,14.57,0.27,0.26,0.711,0.013,0.014,1.892,0.014,0.014,0.802,0.029,0.028,0.42,0.13,0.11,0.711,0.015,0.015,0.128,0.082,0.076,4.638,0.017,0.017,4.5,2.1,1.4
TOI-2485,5939,85,85,y,-20.0,26.0,21.0,-999.0,-999.0,-999.0,Wang_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..21W,20.0,21.0,26.0,0,,TIC 328934463,y,RM,11.23479,5.4e-05,5.2e-05,0.0341,0.0109,0.0087,0.1093,0.0055,0.0057,89.49,0.36,0.6,2.412,0.088,0.087,1.083,0.045,0.045,0.0647,0.00067,0.00068,13.69,0.36,0.44,0.121,0.134,0.087,6.567,0.088,0.088,1.163,0.053,0.053,,,,1.72,0.069,0.069,0.097,0.059,0.059,4.01,0.08,0.08,6.0,0.8,1.7
TOI-2524,5831,80,80,y,10.0,19.0,22.0,-999.0,-999.0,-999.0,Wang_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..21W,10.0,19.0,22.0,0,,TIC 169249234,y,RM,7.18585,1e-05,1e-05,0.0,,,0.073,0.0007,0.0007,89.4,0.4,0.4,0.64,0.04,0.04,1.0,0.02,0.03,0.092,0.001,0.001,14.3,0.2,0.3,,,,4.2542613,0.075425,0.075425,1.007,0.032,0.029,2.2,0.5,0.5,1.119,0.024,0.023,0.06,0.05,0.05,4.344,0.026,0.025,6.7,1.7,1.6
TOI-2533,6180,60,60,y,-7.0,14.0,14.0,-999.0,-999.0,-999.0,Ferreira_et_al._(2021),https://ui.adsabs.harvard.edu/abs/2024AJ....168..145F,7.0,14.0,14.0,0,,TIC 418012030,y,RM,6.685784,,,,,,,,,,,,74.9,,,0.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3362,6800,100,100,y,1.2,2.8,2.7,-999.0,-999.0,-999.0,Espinoza-Retamal_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023ApJ...958L..20E,1.2,2.8,2.7,0,,TIC 464300749,y,RM,18.09547,3e-05,3e-05,0.815,0.023,0.032,0.153,0.002,0.003,89.14,0.584,0.668,5.029,0.668,0.646,1.142,0.043,0.041,,,,,,,0.27,0.207,0.184,2.627,0.709,0.709,1.445,0.069,0.073,20.0,4.1,4.1,1.83,0.055,0.053,0.017,0.057,0.049,4.072,0.032,0.034,2.14,0.66,0.52
TOI-3362,6800,100,100,n,2.0,4.0,5.0,-999.0,-999.0,-999.0,Prinoth_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024AJ....168..133P,2.0,4.0,5.0,0,,TIC 464300749,n,DT,18.09547,3e-05,3e-05,0.815,0.023,0.032,0.153,0.002,0.003,89.14,0.584,0.668,5.029,0.668,0.646,1.142,0.043,0.041,,,,,,,0.27,0.207,0.184,2.627,0.709,0.709,1.445,0.069,0.073,20.0,4.1,4.1,1.83,0.055,0.053,0.017,0.057,0.049,4.072,0.032,0.034,2.14,0.66,0.52
TOI-3714,3660,90,90,y,21.0,14.0,11.0,26.0,11.0,10.0,Weisserman_et_al._(2025),https://ui.adsabs.harvard.edu/abs/arXiv:2508.13145,21.0,14.0,11.0,0,NG,TIC 155867025,y,RM,2.154849,1e-06,1e-06,0.03,0.03,0.02,0.027,0.001,0.001,88.7,0.5,0.5,0.7,0.03,0.03,1.01,0.03,0.03,0.204,0.003,0.003,11.5,0.4,0.5,0.26,0.08,0.1,1.66,0.02,0.01,0.53,0.02,0.02,2.0,,,0.51,0.01,0.01,0.1,0.1,0.1,4.75,0.05,0.05,2.9,2.2,2.2
TOI-3884,3180,88,88,n,75.0,10.0,10.0,-999.0,-999.0,-999.0,Libby-Roberts_et_al.(2023),https://ui.adsabs.harvard.edu/abs/2023AJ....165..249L,75.0,10.0,10.0,0,,TIC 86263325,y,SC,4.5445828,9.8e-06,9.8e-06,0.06,0.06,0.04,0.0361,0.0008,0.0008,89.81,0.13,0.18,0.10253961,0.02299983,0.02322008,0.57364716,0.01784284,0.01784284,0.197,0.002,0.002,25.9,0.96,0.71,0.089,0.082,0.061,1.6,0.05,0.06,0.298,0.018,0.018,3.59,0.92,0.92,0.302,0.012,0.012,0.04,0.12,0.12,4.97,0.05,0.05,,,
TOI-3884,3180,88,88,y,139.0,9.0,3.7,118.1,5.6,2.3,Mori_et_al._(2025),https://ui.adsabs.harvard.edu/abs/arXiv:2506.06445,139.0,9.0,3.7,0,,TIC 86263325,n,SC,4.5445828,9.8e-06,9.8e-06,0.06,0.06,0.04,0.0361,0.0008,0.0008,89.81,0.13,0.18,0.10253961,0.02299983,0.02322008,0.57364716,0.01784284,0.01784284,0.197,0.002,0.002,25.9,0.96,0.71,0.089,0.082,0.061,1.6,0.05,0.06,0.298,0.018,0.018,3.59,0.92,0.92,0.302,0.012,0.012,0.04,0.12,0.12,4.97,0.05,0.05,,,
TOI-3884,3180,88,88,n,305.7,5.1,5.1,76.2,2.2,2.6,Tamburo_et_al._(2025),https://ui.adsabs.harvard.edu/abs/arXiv:2506.11998,54.3,5.1,5.1,0,,TIC 86263325,n,SC,4.5445828,9.8e-06,9.8e-06,0.06,0.06,0.04,0.0361,0.0008,0.0008,89.81,0.13,0.18,0.10253961,0.02299983,0.02322008,0.57364716,0.01784284,0.01784284,0.197,0.002,0.002,25.9,0.96,0.71,0.089,0.082,0.061,1.6,0.05,0.06,0.298,0.018,0.018,3.59,0.92,0.92,0.302,0.012,0.012,0.04,0.12,0.12,4.97,0.05,0.05,,,
TOI-3972,5424,95,90,y,-12.1,8.5,8.5,-999.0,-999.0,-999.0,Wang_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..21W,12.1,8.5,8.5,0,,TIC 284206913,y,RM,10.511372,,,,,,,,,,,,3.67,,,1.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4127,6096,115,115,y,4.0,17.0,16.0,-999.0,-999.0,-999.0,Mireles_et_al._(2025),https://ui.adsabs.harvard.edu/abs/2025A%26A...704A.194M,4.0,17.0,16.0,0,,TIC 141488193,y,RM,56.3987,0.0001,0.0001,0.7484,0.0064,0.0068,0.303,0.014,0.015,89.39,0.42,0.64,2.34,0.19,0.17,1.08,0.04,0.04,0.086,0.001,0.001,50.5,1.2,1.6,0.15,0.15,0.1,3.82,0.05,0.04,1.23,0.07,0.07,6.3,0.54,0.53,1.293,0.05,0.05,0.14,0.12,0.12,4.26,0.14,0.14,4.8,2.1,2.1
TOI-4201,3937,70,70,y,-3.0,3.7,3.2,21.3,12.5,12.8,Gan_et_al.(2024),https://ui.adsabs.harvard.edu/abs/2024ApJ...969L..24G,3.0,3.2,3.7,0,,TIC 95057860,y,RM,3.5819194,1.1e-06,1.1e-06,0.041,0.015,0.015,0.04,0.001,0.001,88.0,0.1,0.1,2.48,0.09,0.09,1.22,0.04,0.04,0.1955,0.0008,0.0008,13.694,0.151,0.151,0.499,0.016,0.016,2.231,0.01,0.01,0.61,0.02,0.02,1.65,0.11,0.09,0.63,0.02,0.02,0.52,0.08,0.08,4.64,0.03,0.03,1.4,0.6,0.7
TOI-421b,5291,64,64,y,-35.0,26.0,23.0,57.0,11.0,15.0,Bourrier_et_al._(2025),https://ui.adsabs.harvard.edu/abs/2025A%26A...701A.190B,35.0,23.0,26.0,0,F,TIC 94986319,y,RMR,5.197576,5e-06,5e-06,0.13,0.05,0.05,0.0554,0.001,0.001,85.68,0.36,0.46,0.02108056,0.00188781,0.00188781,0.23552543,0.00713713,0.00713713,0.0279,0.0008,0.0008,,,,0.942,0.011,0.011,1.09,0.03,0.03,0.833,0.048,0.054,1.8,1.0,1.0,0.866,0.006,0.006,-0.044,0.04,0.04,4.48,0.03,0.03,10.9,2.9,5.2
TOI-421c,5291,64,64,y,14.0,1.8,1.8,44.9,4.4,4.1,Bourrier_et_al._(2025),https://ui.adsabs.harvard.edu/abs/2025A%26A...701A.190B,14.0,1.8,1.8,0,F,TIC 94986319,y,RMR,16.067541,4e-06,4e-06,0.19,0.04,0.04,0.117,0.0018,0.0018,88.353,0.078,0.084,0.04436356,0.00440489,0.00440489,0.45410017,0.00624499,0.00624499,0.054,0.0006,0.0006,29.91,4.19,4.03,0.7,0.03,0.03,2.755,0.022,0.022,0.833,0.048,0.054,1.8,1.0,1.0,0.866,0.006,0.006,-0.044,0.04,0.04,4.48,0.03,0.03,10.9,2.9,5.2
TOI-4379,6020,100,100,y,-1.0,22.0,29.0,-999.0,-999.0,-999.0,Saunders_et_al.(2024),https://ui.adsabs.harvard.edu/abs/2024AJ....168...81S,1.0,29.0,22.0,0,,TIC 97766057,y,RM,3.25352,2e-05,2e-05,0.018,0.029,0.018,,,,,,,1.113,0.071,0.071,1.489,0.079,0.079,0.077,0.002,0.002,4.63,0.56,0.21,,,,5.1923833,0.1004278,0.1004278,1.372,0.037,0.105,5.9,1.0,1.0,1.976,0.04,0.04,0.16,0.06,0.06,3.929,0.038,0.023,4.51,0.4,1.21
TOI-4495c,6210,70,70,y,-2.3,8.3,7.8,0.0,39.0,0.0,Wang_et_al._(2026),https://ui.adsabs.harvard.edu/abs/arXiv:2601.02665,2.3,7.8,8.3,0,,TIC 120826158,y,RM,5.18553,0.0002,0.00018,0.023,0.043,0.016,0.06323,0.00075,0.00076,86.8,0.33,0.47,0.07299536,0.01384395,0.01478785,0.35953314,0.02051926,0.01338213,0.02892,0.00046,0.00042,10.63,0.34,0.46,0.595,0.056,0.046,2.783,0.377,0.377,1.247,0.045,0.045,6.8,0.6,0.6,1.309,0.059,0.059,0.18,0.1,0.1,4.29,0.04,0.04,1.9,0.5,0.7
TOI-4507,6260,80,80,y,-15.0,50.0,44.0,-999.0,-999.0,-999.0,Espinoza-Retamal_et_al._(2026),https://ui.adsabs.harvard.edu/abs/2026ApJ...996L..13E,15.0,44.0,50.0,0,,TIC 179582003,y,RM,104.61611,6e-05,6e-05,0.09,0.26,0.06,0.456,0.005,0.005,89.93,0.05,0.05,0.06292704,,,0.73155626,0.00892142,0.00892142,0.0723,0.0004,0.0004,93.4,0.8,0.9,0.12,0.08,0.08,9.3317949,0.0743579,0.0743579,1.11,0.02,0.02,7.3,2.8,1.8,1.04,0.01,0.01,-0.06,0.05,0.05,4.45,0.02,0.02,0.7,0.8,0.5
